date,jd,airt,f.airt,airtmax,f.airtmax,airtmin,f.airtmin,rh,f.rh,rhmax,f.rhmax,rhmin,f.rhmin,dewp,f.dewp,dewpmax,f.dewpmax,dewpmin,f.dewpmin,prec,f.prec,slrt,f.slrt,part,f.part,netr,f.netr,bar,f.bar,wspd,f.wspd,wres,f.wres,wdir,f.wdir,wdev,f.wdev,gspd,f.gspd,s10t,f.s10t,s10tmax,f.s10tmax,s10tmin,f.s10tmin
2003-01-09,9,-0.9,,1.2,,-2,,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,2,,4.9,,NA,M,NA,M,987,,1.4,,0.9,,246,,50,,6.9,,1.6,,1.7,,1.6,
2003-01-10,10,-5.6,E,0.3,E,-11.4,E,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,,8.8,,NA,M,NA,M,996,,1.8,,1.4,,270,,37,,11.1,,1.6,,1.7,,1.5,
2003-01-11,11,-8,,-4.8,,-12.1,,74,,92,,62,,-11.8,,-9.3,,-16.2,,0,,5.7,,NA,M,NA,M,1005,,2.8,,2.6,,261,,21,,11.8,,1.6,,1.6,,1.5,
2003-01-12,12,-5.9,,-2.3,,-8,,72,,85,,50,,-10.3,,-8.4,,-13.1,,0,,8.1,,NA,M,NA,M,1013,,2.8,,2.6,,271,,21,,12.7,,1.6,,1.6,,1.5,
2003-01-13,13,-6.8,,-1.2,,-10.5,,73,,96,,49,,-11,,-6,,-15.1,,0,,5.5,,NA,M,NA,M,1009,,2.6,,2.2,,247,,34,,12.5,,1.5,,1.6,,1.5,
2003-01-14,14,-11.5,,-6.1,,-15.9,,60,,86,,39,,-18,,-14.6,,-19.9,,0,,9.5,,NA,M,NA,M,1013,,1.9,,1.6,,273,,30,,11.1,,1.5,,1.6,,1.5,
2003-01-15,15,-11.6,,-6,,-16.4,,74,,91,,47,,-15.5,,-12.1,,-18.6,,0,,8,,NA,M,NA,M,1013,,1.3,,1.2,,272,,24,,8.9,,1.5,,1.6,,1.5,
2003-01-16,16,-9.2,,-5.2,,-12.6,,65,,87,,40,,-14.9,,-12.9,,-17.8,,0,,9.1,,NA,M,NA,M,1015,,2.1,,1.9,,266,,28,,11.2,,1.5,,1.6,,1.5,
2003-01-17,17,-8.8,,-2.5,,-17.8,,71,,94,,44,,-13.4,,-10.1,,-22.3,,0,,7.8,,NA,M,NA,M,1007,,1.5,,1.1,,306,,40,,7.1,,1.5,,1.6,,1.5,
2003-01-18,18,-16.2,,-7.9,,-22.2,,55,,77,,24,,-23.6,,-18.7,,-26,,0,,10.1,,NA,M,NA,M,1015,,1.1,,0.5,,289,,62,,7,,1.5,,1.6,,1.4,
2003-01-19,19,-12.2,,-7.3,,-16.6,,71,,86,,49,,-16.7,,-14.1,,-22.1,,0,,6.5,,NA,M,NA,M,1008,,1.1,,0.8,,243,,37,,5.5,,1.5,,1.5,,1.4,
2003-01-20,20,-9.8,,-5.9,,-15.7,,67,,91,,37,,-15,,-9.4,,-21.5,,0,,5.6,,NA,M,NA,M,1001,,3.2,,2.7,,262,,33,,15.8,,1.4,,1.5,,1.4,
2003-01-21,21,-14.8,,-10.3,,-19.1,,50,,68,,32,,-23.2,,-20.8,,-26.5,,0,,9.9,,NA,M,NA,M,1008,,3.1,,2.9,,275,,23,,14.4,,1.4,,1.5,,1.3,
2003-01-22,22,-16.5,,-12.5,,-19.9,,44,,62,,24,,-26.3,,-23.9,,-29.4,,0,,10.7,,NA,M,NA,M,1006,,3.5,,3.3,,275,,22,,12.9,,1.4,,1.4,,1.3,
2003-01-23,23,-17.3,,-12.9,,-22.8,,57,,70,,39,,-24,,-20.2,,-27.2,,0,,9.7,,NA,M,NA,M,1005,,2.3,,1.9,,309,,34,,10.4,,1.3,,1.4,,1.2,
2003-01-24,24,-13.1,,-5.7,,-19.9,,53,,79,,25,,-21.3,,-19.1,,-23.9,,0,,10.8,,NA,M,NA,M,1012,,2.1,,1.7,,304,,36,,10.3,,1.2,,1.3,,1.1,
2003-01-25,25,-9.5,,-3.6,,-16.2,,62,,81,,47,,-15.6,,-12.4,,-22,,0,,9,,NA,M,NA,M,1017,,1.5,,1.2,,246,,32,,7.3,,1.1,,1.2,,1,
2003-01-26,26,-6.8,,-4.4,,-9.4,,77,,97,,59,,-10.3,,-5.9,,-13.9,,3.8,,2.1,,NA,M,NA,M,1015,,1.1,,0.8,,225,,43,,5.2,,1.1,,1.1,,1,
2003-01-27,27,-13.6,,-6.4,,-21.2,,62,,97,,32,,-19.8,,-6.9,,-26.5,,0.3,,11,,NA,M,NA,M,1018,,2.2,,1.9,,305,,32,,13.5,,1.1,,1.2,,1,
2003-01-28,28,-16,,-8.6,,-23.2,,58,,72,,35,,-22.7,,-16.1,,-27.3,,0,,8.8,,NA,M,NA,M,1018,,1.1,,0.9,,275,,31,,4.8,,1.1,,1.2,,1.1,
2003-01-29,29,-7.7,,-3.5,,-12.4,,80,,98,,63,,-10.6,,-6.1,,-17.3,,0,,4.6,,NA,M,NA,M,1017,,0.7,,0.4,,236,,50,,3.2,,1.2,,1.2,,1.1,
2003-01-30,30,-6.8,,-0.7,,-13.9,,81,,95,,51,,-9.8,,-6.8,,-15.2,,0,,8.1,,NA,M,NA,M,1026,,1.4,,1.1,,88,,40,,5.9,,1.2,,1.3,,1.2,
2003-01-31,31,-2.1,,0.8,,-5.2,,90,,99,,77,,-3.6,,-1.9,,-7.1,,0,,4.9,,NA,M,NA,M,1024,,2.2,,2,,67,,23,,7.6,,1.2,,1.3,,1.2,
2003-02-01,32,-1.3,,0.3,,-2.8,,99,,100,,98,,-1.4,,0.1,,-2.9,,2,,1.8,,NA,M,NA,M,1011,,1.3,,1.1,,50,,35,,8.3,,1.2,,1.3,,1.2,
2003-02-02,33,0.2,,1.2,,-1,,90,,100,,74,,-1.3,,0.4,,-3.4,,5.1,,2.1,,NA,M,NA,M,998,,2.9,,2.4,,301,,31,,14.8,,1.2,,1.3,,1.2,
2003-02-03,34,0.7,,4.6,,-4.5,,64,,94,,35,,-5.8,,-2.3,,-10.2,,0,,10.8,,NA,M,NA,M,1006,,1.9,,1.4,,276,,40,,11.8,,1.2,,1.2,,1.1,
2003-02-04,35,0.8,,2.9,,-0.9,,81,,100,,48,,-2.4,,2.8,,-9.3,,8.4,,1.3,,NA,M,NA,M,997,,3.2,,0.9,,106,,69,,19,,1.2,,1.2,,1.1,
2003-02-05,36,-5.3,,-0.1,,-11.3,,55,,83,,39,,-13.1,,-4.5,,-18.4,,0,,9.8,,NA,M,NA,M,1007,,4.3,,4,,271,,22,,18,,1.1,,1.2,,1.1,
2003-02-06,37,-7.9,,-2.6,,-14.4,,56,,77,,40,,-15.4,,-11.8,,-18,,0,,12.4,,NA,M,NA,M,1023,,1.9,,1.5,,244,,38,,8.9,,1.1,,1.2,,1.1,
2003-02-07,38,-6.2,,-4.5,,-9.4,,94,,98,,56,,-7,,-4.9,,-13.2,,5.3,,0.9,,NA,M,NA,M,1011,,1.1,,0.6,,260,,53,,7.6,,1.1,,1.2,,1.1,
2003-02-08,39,-9.4,,-3.1,,-16.5,,70,,91,,40,,-14.2,,-10.5,,-18.1,,0,,12.1,,NA,M,NA,M,1012,,1.8,,1.5,,246,,31,,8.1,,1.1,,1.2,,1.1,
2003-02-09,40,-6.7,,0.7,,-12.3,,63,,86,,37,,-12.8,,-8.7,,-15.6,,0,,9.8,,NA,M,NA,M,1012,,1.8,,1.6,,256,,28,,9.7,,1.1,,1.1,,1,
2003-02-10,41,-4.4,,0,,-10.2,,82,,100,,61,,-7.1,,-2.7,,-12.6,,2.8,,5.7,,NA,M,NA,M,1006,,1.2,,0.7,,202,,54,,8.4,,1.1,,1.1,,1,
2003-02-11,42,-10.9,,-3.9,,-15.8,,47,,100,,18,,-21,,-3.9,,-28.8,,0,,11.9,,NA,M,NA,M,1005,,2.3,,1.9,,272,,33,,13.5,,1.1,,1.1,,1,
2003-02-12,43,-10.1,,-4,,-15.2,,70,,96,,33,,-15.1,,-6.5,,-22,,1,,9.1,,NA,M,NA,M,1002,,3.3,,2.3,,255,,45,,17.5,,1.1,,1.1,,1,
2003-02-13,44,-14.4,,-9.8,,-18.2,,52,,86,,29,,-22.5,,-18.8,,-25.1,,0,,12.3,,NA,M,NA,M,1008,,2.9,,2.7,,272,,21,,14.2,,1,,1.1,,1,
2003-02-14,45,-14.1,,-8.3,,-20.1,,51,,69,,31,,-22.2,,-18.4,,-25.5,,0,,13.1,,NA,M,NA,M,1015,,2.5,,2.2,,276,,27,,13.3,,1,,1.1,,1,
2003-02-15,46,-16.1,,-10.5,,-20.6,,43,,78,,20,,-26.8,,-18.8,,-31.6,,0,,12.9,,NA,M,NA,M,1024,,1.6,,1.1,,340,,43,,9.8,,1,,1.1,,1,
2003-02-16,47,-17.4,,-12.8,,-21.9,,32,,57,,19,,-30.4,,-21.8,,-33.5,,0,,7.7,,NA,M,NA,M,1033,,1.4,,1.1,,324,,35,,8.2,,1,,1.1,,1,
2003-02-17,48,-11.2,,-9,,-15.3,,76,,95,,30,,-15.1,,-9.7,,-27.8,,12.2,,1.1,,NA,M,NA,M,1024,,2.7,,2.4,,61,,27,,12,,1,,1.1,,1,
2003-02-18,49,-6.2,,-3.6,,-9.3,,97,,99,,95,,-6.6,,-3.7,,-9.9,,6.6,,3.5,,NA,M,NA,M,1015,,1.1,,0.7,,360,,48,,7.4,,1,,1.1,,1,
2003-02-19,50,-2.2,,3.2,,-7.4,,88,,100,,61,,-4.1,,0.3,,-7.8,,0,,10.1,,NA,M,NA,M,1019,,1.4,,1.1,,221,,35,,7.1,,1,,1,,0.9,
2003-02-20,51,1.1,,7.5,,-2.9,,58,,95,,24,,-7.2,,-2.6,,-12.9,,0,,15.1,,NA,M,NA,M,1018,,1.7,,1.5,,269,,28,,8.1,,1,,1,,0.9,
2003-02-21,52,3.1,,11.6,,-5.5,,47,,77,,25,,-7.9,,-5.1,,-10.5,,0,,14.1,,NA,M,NA,M,1015,,1.4,,1,,231,,42,,6.5,,1,,1,,0.9,
2003-02-22,53,1.1,,2.8,,-0.3,,85,,99,,48,,-1.5,,2,,-7.2,,20.8,,1.6,,NA,M,NA,M,1008,,1.9,,1.6,,82,,30,,13.1,,0.9,,1,,0.9,
2003-02-23,54,-0.9,,1.7,,-7.5,,93,,100,,65,,-2.1,,1.6,,-12.5,,17.8,,2.8,,NA,M,NA,M,990,,3,,0.4,,21,,74,,14.6,,0.9,,1,,0.9,
2003-02-24,55,-5.8,,-1.1,,-10.6,,71,,96,,37,,-10.8,,-5.3,,-14.9,,0,,9.1,,NA,M,NA,M,1013,,2.4,,2.1,,259,,31,,12.8,,0.9,,0.9,,0.8,
2003-02-25,56,-9.6,,-5.8,,-16.2,,48,,83,,25,,-19.3,,-8.9,,-24.9,,0,,16,,NA,M,NA,M,1021,,2.8,,2.5,,281,,28,,13.7,,0.8,,0.9,,0.8,
2003-02-26,57,-13.3,,-4.8,,-19.9,,46,,73,,19,,-23.2,,-17.5,,-26.4,,0,,16.1,,NA,M,NA,M,1026,,0.8,,0.3,,299,,59,,4.9,,0.8,,0.9,,0.8,
2003-02-27,58,-8.1,,0.4,,-16.9,,50,,86,,16,,-18.3,,-9.8,,-24.5,,0,,16.2,,NA,M,NA,M,1020,,1.1,,0.5,,100,,60,,5.5,,0.8,,0.9,,0.7,
2003-02-28,59,-5.3,,1.9,,-11.9,,73,,96,,39,,-9.9,,-7.8,,-12.8,,0,,14.9,,NA,M,NA,M,1017,,1.2,,0.8,,77,,44,,5.5,,0.8,,0.8,,0.7,
2003-03-01,60,-2.1,,3,,-6.6,,77,,100,,46,,-6,,-1.1,,-8.7,,0.3,,8.7,,NA,M,NA,M,1019,,1.4,,1.2,,208,,30,,7,,0.8,,0.8,,0.7,
2003-03-02,61,0.1,,1.6,,-1.2,,99,,100,,85,,0,,1.6,,-2.8,,20.1,,1.3,,NA,M,NA,M,1003,,2,,0.7,,197,,64,,10.5,,0.8,,0.9,,0.7,
2003-03-03,62,-12.7,,-0.5,,-19.4,,46,,87,,24,,-22.6,,-2.6,,-30.8,,0,,17.8,,NA,M,NA,M,1008,,3.5,,3.2,,283,,26,,17.8,,0.8,,0.8,,0.7,
2003-03-04,63,-9.7,,-1.4,,-20.7,,58,,92,,33,,-16.9,,-3.2,,-26.4,,0,,15.8,,NA,M,NA,M,1018,,2.2,,1.8,,209,,32,,11.3,,0.8,,0.8,,0.7,
2003-03-05,64,1.9,,5,,-2.4,,98,,100,,88,,1.6,,5,,-3.5,,1.5,,1.7,,NA,M,NA,M,1005,,2,,1.6,,216,,36,,8.5,,0.8,,0.8,,0.7,
2003-03-06,65,-6.9,,0.6,,-15,,86,,99,,55,,-9.1,,0.4,,-16.7,,5.8,,2.7,,NA,M,NA,M,1010,,1.8,,1.3,,328,,42,,7.7,,0.8,,0.8,,0.7,
2003-03-07,66,-9.8,,-2.6,,-19.6,,71,,90,,34,,-14.5,,-7.8,,-21.6,,0.3,,18.5,,NA,M,NA,M,1021,,1.7,,1.1,,217,,48,,6.8,,0.8,,0.8,,0.7,
2003-03-08,67,0,,6.3,,-6.1,,66,,92,,36,,-6.3,,-1.8,,-8.6,,0,,17.7,,NA,M,NA,M,1015,,2.1,,1.6,,220,,38,,13.5,,0.7,,0.8,,0.7,
2003-03-09,68,-1.8,,3.6,,-12,,61,,96,,29,,-9.1,,1.5,,-21.1,,0,,13.9,,NA,M,NA,M,1004,,4,,3,,254,,40,,16.8,,0.7,,0.8,,0.7,
2003-03-10,69,-11.5,,-7.7,,-15.8,,53,,77,,28,,-19.6,,-16.5,,-23.6,,0,,13.3,,NA,M,NA,M,1013,,2.9,,2.6,,269,,24,,14.5,,0.7,,0.8,,0.7,
2003-03-11,70,-7,,0,,-14.7,,55,,84,,30,,-15,,-5.5,,-20.1,,0,,15.3,,NA,M,NA,M,1017,,2.6,,2.2,,228,,32,,10.5,,0.7,,0.8,,0.7,
2003-03-12,71,1.6,,8.1,,-3.7,,73,,98,,45,,-3.1,,-1.3,,-6,,0,,11.6,,NA,M,NA,M,1013,,1.9,,1.6,,234,,30,,9.1,,0.7,,0.8,,0.7,
2003-03-13,72,-2.4,,2.6,,-8.5,,82,,99,,53,,-5.3,,-1.1,,-11.2,,5.8,,3.7,,NA,M,NA,M,1016,,1.4,,0.5,,14,,62,,6.9,,0.7,,0.8,,0.7,
2003-03-14,73,-8.1,,-2.1,,-14,,48,,83,,17,,-18.2,,-10.8,,-24.7,,0,,18.3,,NA,M,NA,M,1022,,1.3,,0.9,,312,,45,,8.2,,0.7,,0.8,,0.7,
2003-03-15,74,-0.7,,5.3,,-5.5,,54,,79,,36,,-9.1,,-3.1,,-17.6,,0,,9.6,,NA,M,NA,M,1019,,1.3,,0.9,,196,,48,,5.9,,0.7,,0.8,,0.7,
2003-03-16,75,7.7,,16.9,,-1.1,,62,,92,,27,,-0.3,,6.9,,-4,,0,,19.4,,NA,M,NA,M,1016,,1.3,,1.1,,208,,34,,6.2,,0.7,,0.7,,0.6,
2003-03-17,76,11.4,,20.7,,4.3,,72,,100,,36,,5.7,,8.1,,2.9,,0,,18.8,,NA,M,NA,M,1009,,0.7,,0.3,,265,,55,,4.2,,0.6,,0.7,,0.5,
2003-03-18,77,7.6,,14.3,,-1.7,,55,,94,,25,,-2.2,,6,,-12.9,,0,,19.2,,NA,M,NA,M,1010,,1.5,,1.1,,341,,42,,8.1,,0.5,,0.6,,0.4,
2003-03-19,78,-0.4,,5.4,,-5.1,,38,,67,,17,,-13.9,,-8.9,,-18.8,,0,,20.7,,NA,M,NA,M,1025,,1.7,,1.2,,97,,46,,6.8,,0.5,,0.5,,0.4,
2003-03-20,79,-0.4,,3.4,,-5.9,,80,,100,,55,,-3.6,,3.3,,-9.1,,7.1,,7.9,,NA,M,NA,M,1022,,2,,1.4,,135,,45,,11.1,,0.5,,0.5,,0.4,
2003-03-21,80,9,,17.6,,3.3,,94,,100,,59,,7.9,,12.1,,3.2,,14,,12,,NA,M,NA,M,1005,,1.5,,0.7,,155,,59,,9.6,,0.4,,0.5,,0.3,
2003-03-22,81,9,,15.6,,2.8,,78,,100,,40,,4.8,,11.1,,-2.6,,0,,12.8,,NA,M,NA,M,1005,,1.1,,0.8,,284,,41,,7.9,,1.5,,3.7,,0.3,
2003-03-23,82,3.9,,6.9,,0,,75,,98,,56,,-0.2,,1.1,,-2,,0,,9.5,,NA,M,NA,M,1010,,1.6,,1.4,,281,,28,,10.9,,3.1,,4,,2,
2003-03-24,83,6.6,,13.7,,1.4,,64,,92,,30,,-0.5,,2.5,,-3.8,,0,,20.6,,NA,M,NA,M,1016,,1.2,,0.2,,156,,73,,6.5,,5,,7.4,,3,
2003-03-25,84,7.3,,14.3,,2.2,,64,,85,,39,,0.4,,3.1,,-1,,0,,20.1,,NA,M,NA,M,1015,,2.7,,2.4,,207,,28,,11.1,,5.8,E,7.7,,4.3,E
2003-03-26,85,6.4,,14.8,,2.6,,84,,100,,49,,3.6,,6.5,,1,,10.7,,13.5,,NA,M,NA,M,1009,,1.9,,1,,238,,55,,8.2,E,6.5,E,8.1,,5.2,E
2003-03-27,86,5.4,,12.5,,-0.6,,65,,100,,27,,-2.1,,4,,-6.8,,0,,21.9,,NA,M,NA,M,1017,,1.6,,1.2,,285,,41,,11.4,,6.9,E,8.4,,5.5,E
2003-03-28,87,8.6,,16.8,,0.3,,47,,77,,22,,-3.1,,3.7,,-7.9,,0,,20.5,,NA,M,NA,M,1024,,2.7,,1.9,,154,,46,,11.1,,7,,8.7,,5.3,
2003-03-29,88,11.2,,18.3,,6,,93,,100,,70,,10,,14.4,,3.5,,24.4,,5.4,,NA,M,NA,M,1016,,2.7,,1.9,,188,,43,,17.5,,8.1,,9.3,,7.2,
2003-03-30,89,1.9,,8.6,,-2.7,,99,,100,,93,,1.7,,8.6,,-2.7,,12.7,,2.4,,NA,M,NA,M,1010,,1.7,,1.3,,319,,38,,8.2,,7.6,,9,,6,
2003-03-31,90,-2.7,,1,,-5.4,,67,,100,,27,,-8.8,,-2.4,,-16.3,,0,,16.4,,NA,M,NA,M,1005,,3,,2.5,,293,,32,,15.7,,5.6,,6.1,,4.6,
2003-04-01,91,-2.9,,1.8,,-8,,74,,99,,32,,-7.5,,-1.6,,-15.1,,1,,15,,NA,M,NA,M,1012,,1.8,,1.3,,224,,40,,8.3,,4,,4.7,,2.9,
2003-04-02,92,1.2,,4.8,,-2.6,,95,,100,,75,,0.4,,2.9,,-2.7,,9.1,,5.7,,NA,M,NA,M,1015,,0.8,,0.2,,22,,68,,4.3,,4.4,,5.1,,3.8,
2003-04-03,93,1,,2.1,,0,,98,,100,,93,,0.8,,1.6,,-0.1,,1.3,,2,,NA,M,NA,M,1016,,1.1,,1,,64,,29,,4.9,,4.4,,4.6,,4,
2003-04-04,94,-3,,0.3,,-5.4,,97,,100,,94,,-3.5,,0.2,,-6.1,,12.2,,1.9,,NA,M,NA,M,1016,,2,,1.7,,76,,28,,8.3,,3.3,,4.1,,2.7,
2003-04-05,95,-2.7,,-0.6,,-5.8,,98,,100,,95,,-3,,-0.6,,-6.3,,9.9,,2.5,,NA,M,NA,M,1012,,1.3,Q,1.1,Q,86,Q,25,Q,7.6,Q,2.1,,2.7,,1.9,
2003-04-06,96,-2.5,,1.6,,-6.2,,73,,100,,50,,-6.9,,-0.7,,-9.2,,0,,17.6,,NA,M,NA,M,1021,,1.5,Q,1.4,Q,278,Q,22,Q,10,Q,1.8,,2,,1.5,
2003-04-07,97,-3.6,,-0.1,,-7.2,,66,,97,,32,,-9.8,,-4.3,,-16,,2.3,,8.1,,NA,M,NA,M,1032,,1.5,,1.3,,71,,33,,9.7,,1.1,,1.6,,0.8,
2003-04-08,98,-2.7,,-0.8,,-5.1,,96,,98,,87,,-3.3,,-1.5,,-5.5,,2,,6.1,,NA,M,NA,M,1026,,2.1,,1.9,,73,,26,,8.7,,0.9,,1,,0.8,
2003-04-09,99,-1.4,,0.4,,-3.1,,92,,98,,83,,-2.5,,-1.3,,-3.9,,0,,4.1,,NA,M,NA,M,1021,,1.3,,1.1,,57,,30,,6.8,,1,,1.2,,0.9,
2003-04-10,100,4.2,,12.3,,-1.7,,55,,83,,26,,-4.8,,-1,,-7.3,,0,,24.5,,NA,M,NA,M,1020,,1.6,,1.1,,64,,46,,7,,1.5,,2.4,,1.1,
2003-04-11,101,1.4,,3.6,,-1.3,,83,,99,,59,,-1.3,,3.2,,-6.7,,24.1,,4.9,,NA,M,NA,M,1013,,2.8,,2.5,,67,,23,,9.9,,1.7,,2.1,,1.2,
2003-04-12,102,8,,16.7,,2.3,,71,,100,,21,,1.4,,8.5,,-5.8,,2.3,,14.8,,NA,M,NA,M,1002,,1.8,,1.3,,338,,42,,9.8,,3.7,,5.8,,2.1,
2003-04-13,103,5.7,,11.9,,0.4,,49,,76,,19,,-5.3,,-0.6,,-11.6,,0,,25,,NA,M,NA,M,1016,,1.6,,1.1,,321,,42,,9.4,,5.2,,7.2,,3.3,
2003-04-14,104,6.3,,14.1,,-2.7,,39,,72,,12,,-8,,-3,,-17,,0,,24.9,,NA,M,NA,M,1024,,2.2,,1.4,,208,,46,,10,,5.9,,7.9,,3.8,
2003-04-15,105,15.9,,26.1,,6.8,,44,,68,,22,,2.9,,7.4,,-3.7,,0,,23.2,,NA,M,NA,M,1013,,2.9,,2.6,,219,,27,,12.4,,7.9,E,10.1,,5.7,E
2003-04-16,106,13.9,,26.5,,1.2,,50,,71,,25,,3.4,,10.7,,-10.1,,0,,22.6,,NA,M,NA,M,1010,,2.4,,0.9,,274,,64,,13.1,,10.3,E,12,,8.5,E
2003-04-17,107,0.3,,6.6,,-4.2,,32,,66,,13,,-15.3,,-9.3,,-21.8,,0,,25,,NA,M,NA,M,1027,,2.4,,1.8,,85,,41,,8.9,,8.7,,9.9,,7.5,
2003-04-18,108,2,,10,,-4.3,,61,,91,,31,,-5.3,,-0.6,,-9.8,,0,,15.7,,NA,M,NA,M,1032,,2.2,,1.8,,105,,32,,7.4,,7.2,,8.4,,6.2,
2003-04-19,109,7.1,,15.8,,-1.4,,55,,98,,22,,-3,,1.5,,-8,,0,,23.6,,NA,M,NA,M,1028,,1.7,,1.4,,81,,34,,8.1,,7.9,,9.9,,6,
2003-04-20,110,10.1,,19.8,,0.3,,36,,77,,11,,-6.2,,1.4,,-14.1,,0,,24.5,,NA,M,NA,M,1023,,1.8,,1.3,,110,,42,,6.8,,9,,11.1,,6.9,
2003-04-21,111,12.2,,20.8,,4,,34,,56,,18,,-3.7,,5.1,,-17.2,,0,,23.7,,NA,M,NA,M,1014,,2.1,,1.7,,176,,35,,10.1,,10,,12.1,,7.9,
2003-04-22,112,7.5,,10,,6.2,,87,,99,,33,,5,,7.9,,-6.4,,13,,3.2,,NA,M,NA,M,1005,,1.3,,1.1,,105,,32,,6.3,,9.8,,10.8,,9.3,
2003-04-23,113,4.2,,6.9,,0.5,,81,,99,,60,,1.1,,6.6,,-3.2,,0.3,,7.4,,NA,M,NA,M,1005,,2.2,,1.9,,280,,28,,8.5,,9,,9.4,,8.2,
2003-04-24,114,3.1,,9.6,,-1.6,,71,,99,,34,,-2.2,,0.4,,-7.3,,0.3,,11.2,,NA,M,NA,M,1006,,2.3,,1.9,,292,,36,,11.9,,7.8,,8.4,,7.1,
2003-04-25,115,7.9,,16.9,,-2.6,,47,,91,,21,,-4.4,,2.1,,-7.4,,0,,26.5,,NA,M,NA,M,1012,,1.9,,0.9,,210,,58,,7.9,,8.1,,10.5,,5.7,
2003-04-26,116,7.6,,8.7,,4.9,,94,,98,,54,,6.6,,8.4,,-0.4,,18.5,,2.4,,NA,M,NA,M,1010,,2.8,,2.3,,84,,37,,10.9,,8.6,,9.2,,8.3,
2003-04-27,117,9.8,,18.3,,3.9,,73,,98,,25,,4.2,,8.9,,-2.7,,0,,18.9,,NA,M,NA,M,1011,,1.6,,1.1,,337,,45,,8.7,,9.3,,11.1,,7.8,
2003-04-28,118,16,,25.4,,5.3,,39,,85,,12,,0.1,,5.6,,-6.4,,0,,26.9,,NA,M,NA,M,1011,,2.1,,1.7,,227,,33,,10.7,,10.7,,13,,8.5,
2003-04-29,119,16.3,,23.3,,9.5,,39,,61,,12,,1.3,,8.9,,-8.7,,0,,20,,NA,M,NA,M,1008,,2,,1.6,,271,,33,,10.3,,11.8,,13.1,,10.3,
2003-04-30,120,11.5,,17.7,,4.9,,43,,73,,24,,-1.3,,4.2,,-3.9,,0,,23.6,,NA,M,NA,M,1018,,1.5,,0.5,,218,,64,,6.7,,11.7,,13.5,,10.1,
2003-05-01,121,12.6,,19.7,,6.5,,75,,94,,48,,8,,14.2,,-1.8,,0,,10.9,,NA,M,NA,M,1016,,2.6,,2.2,,188,,32,,10.6,,11.5,,12.4,,10.6,
2003-05-02,122,14.1,,24.8,,6.6,,86,,99,,45,,11.5,,16.2,,6,,26.7,,17.6,,NA,M,NA,M,1009,,2.3,,0.7,,215,,68,,13.4,,13,,15.1,,11.7,
2003-05-03,123,9.2,,15.7,,4.2,,61,,97,,20,,0.4,,6.3,,-7.8,,0,,25.1,,NA,M,NA,M,1015,,1.7,,1.2,,340,,45,,9.1,,13,,14.6,,11.7,
2003-05-04,124,10.8,,18.1,,1.7,,43,,79,,21,,-2.4,,3.6,,-6.3,,0,,25.5,,NA,M,NA,M,1021,,1.4,,0.4,,110,,67,,6.9,,12.4,,14.1,,10.8,
2003-05-05,125,12.2,,19.9,,2.9,,39,,80,,16,,-3.1,,5.4,,-14.7,,0,,21.4,,NA,M,NA,M,1019,,1.8,,1.3,,168,,41,,10.9,,12.4,,13.8,,10.9,
2003-05-06,126,8.7,,12.3,,4.8,,82,,98,,33,,5.6,,11,,-7,,0,,4.1,,NA,M,NA,M,1015,,1.4,,1,,156,,40,,6.1,,11.6,,12.5,,11.2,
2003-05-07,127,15.2,,21.9,,10,,71,,99,,36,,9.3,,12.3,,5.1,,0,,20.4,,NA,M,NA,M,1012,,1.7,,0.8,,291,,58,,11.6,,12.8,,14.5,,11.3,
2003-05-08,128,8.4,,13.1,,6.9,,95,,98,,76,,7.6,,10.2,,6.3,,6.3,,3.4,,NA,M,NA,M,1014,,2,,1.7,,79,,30,,10.8,,12.3,,13.6,,11.6,
2003-05-09,129,11.6,,17.9,,5.9,,75,,99,,32,,6.2,,11.7,,0.4,,0.8,,20.9,,NA,M,NA,M,1013,,1.5,,0.7,,311,,60,,8.3,,12.5,,14.2,,11.3,
2003-05-10,130,12.4,,21.5,,3.8,,54,,98,,17,,1.4,,8,,-5.8,,0,,26.2,,NA,M,NA,M,1010,,1.4,,0.7,,320,,54,,7.6,,12.9,,14.6,,11.3,
2003-05-11,131,12,,19.2,,6.6,,64,,98,,33,,4.6,,9.6,,-2.3,,21.6,,17.6,,NA,M,NA,M,1006,,2.4,,1.7,,117,,43,,10.1,,12.9,,14.1,,11.8,
2003-05-12,132,7.8,,13.6,,4.6,,93,,99,,75,,6.7,,10.3,,4.2,,8.9,,7.6,,NA,M,NA,M,999,,1.5,,0.7,,105,,56,,8.8,,11.9,,12.7,,11.5,
2003-05-13,133,9.1,,13.2,,6.5,,84,,99,,57,,6.3,,8.7,,4.1,,0,,15.5,,NA,M,NA,M,999,,1.9,,1.6,,269,,28,,10,,12,,13.1,,11.1,
2003-05-14,134,10.1,,14.7,,5.9,,86,,98,,56,,7.7,,10.8,,5.4,,2.3,,12.7,,NA,M,NA,M,1009,,1,,0.7,,301,,46,,7.4,,12.2,,13,,11.4,
2003-05-15,135,11.1,,18.7,,4.9,,74,,98,,38,,6.1,,9.7,,3,,0,,13,,NA,M,NA,M,1020,,1.7,,1.4,,90,,36,,8.6,,12.4,,13.3,,11.4,
